"locale_id","city","state","temperature","feels_like"
4355,"Avaré","SP","21.0","19.0"
4337,"Caturaí","GO","26.0","26.0"
4351,"Atibaia","SP","21.0","21.0"
4335,"Campos Verdes","GO","27.0","28.0"
4334,"Campinaçu","GO","25.0","25.0"
4353,"Avaí","SP","22.0","22.0"
4358,"Bálsamo","SP","25.0","25.0"
4354,"Avanhandava","SP","22.0","22.0"
4360,"Barão De Antonina","SP","21.0","21.0"
4363,"Barra Bonita","SP","23.0","23.0"
4340,"Damianópolis","GO","25.0","25.0"
4364,"Barra Do Chapéu","SP","17.0","17.0"
4366,"Barra Do Una","SP","23.0","23.0"
4325,"Santa Cruz","PB","27.0","29.0"
4348,"Arujá","SP","20.0","20.0"
4346,"Ariranha","SP","22.0","22.0"
4369,"Bastos","SP","23.0","23.0"
4368,"Barrinha","SP","24.0","24.0"
4372,"Bento De Abreu","SP","24.0","24.0"
4373,"Bernardino De Campos","SP","23.0","23.0"
4376,"Birigui","SP","23.0","23.0"
4356,"Bady Bassitt","SP","24.0","24.0"
4352,"Auriflama","SP","26.0","27.0"
4357,"Balbinos","SP","21.0","21.0"
4377,"Biritiba-Mirim","SP","19.0","19.0"
4380,"Bofete","SP","19.0","19.0"
4362,"Bariri","SP","20.0","20.0"
4359,"Bananal","SP","22.0","22.0"
4374,"Bertioga","SP","22.0","22.0"
4365,"Barra Do Turvo","SP","20.0","20.0"
4361,"Barbosa","SP","23.0","23.0"
4379,"Bocaina","SP","22.0","22.0"
4381,"Boiçucanga","SP","20.0","20.0"
4383,"Bom Jesus Dos Perdões","SP","20.0","20.0"
4387,"Borá","SP","23.0","23.0"
4367,"Barretos","SP","26.0","26.0"
4385,"Bonfim Paulista","SP","24.0","24.0"
4386,"Boracéia","SP","23.0","23.0"
4370,"Batatais","SP","24.0","24.0"
4391,"Bragança Paulista","SP","20.0","20.0"
4390,"Botucatu","SP","20.0","20.0"
4394,"Brodowski","SP","22.0","22.0"
4371,"Bebedouro","SP","24.0","24.0"
4389,"Borebi","SP","22.0","22.0"
4393,"Brejo Alegre","SP","24.0","24.0"
4375,"Bilac","SP","23.0","23.0"
4396,"Buri","SP","21.0","21.0"
4378,"Boa Esperança Do Sul","SP","22.0","22.0"
4402,"Buritizal","SP","22.0","22.0"
4397,"Acorizal","MT","24.0","24.0"
4382,"Boituva","SP","21.0","21.0"
4400,"Cana Brava Do Norte","MT","27.0","28.0"
4398,"Araguaiana","MT","26.0","27.0"
4399,"Araguainha","MT","25.0","25.0"
4403,"Macau","RN","29.0","32.0"
4401,"Buritama","SP","24.0","24.0"
4406,"Itaúba","MT","24.0","24.0"
4384,"Bom Sucesso De Itararé","SP","18.0","18.0"
4408,"Lambari D'Oeste","MT","26.0","28.0"
4388,"Borborema","SP","22.0","22.0"
4407,"Juruena","MT","26.0","27.0"
4395,"Brotas","SP","21.0","21.0"
4409,"Nova Bandeirantes","MT","26.0","27.0"
4392,"Braúna","SP","22.0","22.0"
4411,"Nova Canaã Do Norte","MT","27.0","29.0"
4404,"Glória D'Oeste","MT","26.0","27.0"
4418,"Porto Estrela","MT","26.0","28.0"
4421,"Santo Afonso","MT","24.0","24.0"
4417,"Pontal Do Araguaia","MT","26.0","27.0"
4419,"Rio Branco","MT","26.0","27.0"
4414,"Novo Mundo","MT","26.0","26.0"
4416,"Planalto Da Serra","MT","26.0","28.0"
4425,"Brasiléia","AC","24.0","24.0"
4428,"Coração De Maria","BA","26.0","28.0"
4405,"Indiavaí","MT","26.0","27.0"
4427,"Nhamundá","AM","24.0","24.0"
4424,"União Do Sul","MT","26.0","28.0"
4429,"Cravolândia","BA","23.0","23.0"
4410,"Nova Brasilândia","MT","25.0","25.0"
4426,"Limoeiro De Anadia","AL","27.0","28.0"
4415,"Paranaíta","MT","25.0","25.0"
4432,"Nordestina","BA","27.0","28.0"
4431,"Jaguaripe","BA","25.0","25.0"
4435,"Pedrão","BA","26.0","27.0"
4413,"Nova Monte Verde","MT","25.0","25.0"
4412,"Nova Lacerda","MT","26.0","28.0"
4420,"Santa Terezinha","MT","27.0","29.0"
4440,"Cristalina","MS","28.0","29.0"
4423,"Tabaporã","MT","26.0","27.0"
4439,"Coimbra","MS","28.0","31.0"
4441,"Cabrália Paulista","SP","22.0","22.0"
4443,"Caçapava","SP","20.0","20.0"
4442,"Cabreúva","SP","21.0","21.0"
4446,"Cafelândia","SP","22.0","22.0"
4422,"São José Do Povo","MT","28.0","30.0"
4456,"Campinas","SP","23.0","23.0"
4433,"Novo Triunfo","BA","25.0","25.0"
4430,"Itamotinga","BA","26.0","27.0"
4448,"Caieiras","SP","20.0","20.0"
4449,"Caiuá","SP","27.0","28.0"
4434,"Paramirim","BA","24.0","24.0"
4450,"Cajamar","SP","20.0","20.0"
4436,"Furquim","MG","21.0","21.0"
4451,"Cajati","SP","23.0","23.0"
4454,"Camburi","SP","21.0","21.0"
4437,"São Gonçalo Do Rio Das Pedras","MG","20.0","20.0"
4438,"Anhandui","MS","27.0","28.0"
4458,"Campos Do Jordão","SP","14.0","14.0"
4464,"Canitar","SP","24.0","24.0"
4457,"Campo Limpo Paulista","SP","20.0","20.0"
4460,"Cananéia","SP","24.0","24.0"
4445,"Caconde","SP","23.0","23.0"
4444,"Cachoeira Paulista","SP","21.0","21.0"
4463,"Cândido Rodrigues","SP","22.0","22.0"
4469,"Carapicuíba","SP","21.0","21.0"
4452,"Cajobi","SP","23.0","23.0"
4473,"Castilho","SP","27.0","27.0"
4453,"Cajuru","SP","23.0","23.0"
4475,"Catiguá","SP","22.0","23.0"
4474,"Catanduva","SP","22.0","22.0"
4461,"Canas","SP","21.0","21.0"
4476,"Cedral","SP","23.0","23.0"
4478,"Cerquilho","SP","22.0","21.0"
4462,"Cândido Mota","SP","23.0","23.0"
4455,"Campina Do Monte Alegre","SP","21.0","21.0"
4466,"Capela Do Alto","SP","21.0","21.0"
4477,"Cerqueira César","SP","21.0","21.0"
4459,"Campos Novos Paulista","SP","22.0","22.0"
4465,"Capão Bonito","SP","19.0","19.0"
4468,"Caraguatatuba","SP","22.0","22.0"
4481,"Chavantes","SP","24.0","24.0"
4470,"Cardoso","SP","26.0","27.0"
4467,"Capivari","SP","22.0","22.0"
4479,"Cesário Lange","SP","21.0","21.0"
4447,"Caiabu","SP","25.0","25.0"
4483,"Vargem Bonita","SC","20.0","20.0"
4487,"Vitor Meireles","SC","21.0","21.0"
4486,"Videira","SC","21.0","21.0"
4472,"Cássia Dos Coqueiros","SP","22.0","22.0"
4471,"Casa Branca","SP","24.0","24.0"
4482,"Vargeão","SC","20.0","20.0"
4490,"Xavantina","SC","21.0","21.0"
4493,"Amparo De São Francisco","SE","28.0","31.0"
4496,"Zé Doca","MA","26.0","24.0"
4497,"Aquidabã","SE","27.0","28.0"
4494,"Lua Nova","GO","27.0","28.0"
4480,"Charqueada","SP","23.0","23.0"
4500,"Figueirão","MS","26.0","27.0"
4485,"Vidal Ramos","SC","21.0","21.0"
4505,"Barra Dos Coqueiros","SE","28.0","30.0"
4488,"Witmarsum","SC","21.0","21.0"
4489,"Xanxerê","SC","22.0","22.0"
4507,"Brejo Grande","SE","28.0","32.0"
4491,"Xaxim","SC","22.0","22.0"
4484,"Vargem","SC","20.0","20.0"
4508,"Campo Do Brito","SE","27.0","29.0"
4510,"Canindé De São Francisco","SE","25.0","25.0"
4492,"Zortéa","SC","21.0","21.0"
4499,"Santa Terezinha De Goiás","GO","28.0","29.0"
4495,"Nova Colinas","MA","24.0","24.0"
4498,"Riverlândia","GO","26.0","26.0"
4502,"Aracaju","SE","28.0","31.0"
4501,"Porto Morrinho","MS","27.0","29.0"
4517,"Cumbe","SE","26.0","28.0"
4503,"Arauá","SE","28.0","30.0"
4506,"Boquim","SE","28.0","30.0"
4521,"Frei Paulo","SE","27.0","28.0"
4518,"Divina Pastora","SE","27.0","30.0"
4512,"Cândido Sales","BA","23.0","23.0"
4523,"General Maynard","SE","28.0","31.0"
4509,"Canhoba","SE","28.0","31.0"
4524,"Alcântara","MA","27.0","30.0"
4525,"Sítio Novo","MA","24.0","24.0"
4511,"Capela","SE","27.0","29.0"
4526,"Gracho Cardoso","SE","26.0","28.0"
4514,"Sebastião Laranjeiras","BA","25.0","25.0"
4527,"Ilha Das Flores","SE","28.0","32.0"
4515,"Cedro De São João","SE","26.0","28.0"
4531,"Itabi","SE","27.0","29.0"
4520,"Feira Nova","SE","27.0","29.0"
4532,"Itaporanga D'Ajuda","SE","28.0","30.0"
4530,"Itabaianinha","SE","28.0","30.0"
4519,"Estância","SE","29.0","31.0"
4522,"Gararu","SE","28.0","30.0"
4504,"Areia Branca","SE","27.0","28.0"
4535,"Lagarto","SE","27.0","28.0"
4529,"Itabaiana","SE","27.0","28.0"
4534,"Japoatã","SE","27.0","30.0"
4540,"Itaquara","BA","22.0","22.0"
4538,"Sena Madureira","AC","24.0","24.0"
4541,"Ourolândia","BA","25.0","25.0"
4542,"Marcianópolis","GO","26.0","27.0"
4544,"Monte Das Gameleiras","RN","26.0","27.0"
4548,"Anadia","AL","26.0","28.0"
4549,"Laranjeiras","SE","26.0","28.0"
4547,"Palmeirante","TO","25.0","25.0"
4516,"Cristinápolis","SE","28.0","31.0"
4550,"Macambira","SE","27.0","28.0"
4551,"Malhada Dos Bois","SE","27.0","29.0"
4528,"Indiaroba","SE","29.0","33.0"
4533,"Japaratuba","SE","27.0","29.0"
4536,"Teotônio Vilela","AL","27.0","29.0"
4554,"Maruim","SE","28.0","31.0"
4556,"Monte Alegre De Sergipe","SE","27.0","29.0"
4553,"Marimbondo","SE","27.0","31.0"
4537,"Glucínio","MG","22.0","22.0"
4539,"Ipecaetá","BA","26.0","27.0"
4543,"Nova Porto Xv","MS","28.0","29.0"
4513,"Carmópolis","SE","27.0","31.0"
4562,"Nossa Senhora De Lourdes","SE","27.0","29.0"
4557,"Muribeca","SE","27.0","29.0"
4558,"Neópolis","SE","28.0","32.0"
4561,"Nossa Senhora Das Dores","SE","26.0","28.0"
4546,"Timbaúba Dos Batistas","RN","28.0","30.0"
4559,"Nossa Senhora Aparecida","SE","27.0","28.0"
4566,"Feliz Deserto","AL","28.0","31.0"
4567,"Flexeiras","AL","24.0","24.0"
4571,"Japaratinga","AL","27.0","30.0"
4570,"Jacuípe","AL","26.0","28.0"
4568,"Ibateguara","AL","25.0","25.0"
4569,"Jacaré Dos Homens","AL","27.0","29.0"
4552,"Malhador","SE","27.0","29.0"
4575,"Pacatuba","SE","28.0","31.0"
4572,"Jaramataia","AL","28.0","30.0"
4580,"Poço Redondo","SE","27.0","29.0"
4576,"Pedra Mole","SE","27.0","29.0"
4565,"Feira Grande","AL","27.0","29.0"
4582,"Porto Da Folha","SE","27.0","29.0"
4564,"Estrela De Alagoas","AL","27.0","28.0"
4585,"Riachuelo","SE","27.0","30.0"
4586,"Ribeirópolis","SE","27.0","28.0"
4584,"Riachão Do Dantas","SE","27.0","29.0"
4545,"Santo Antônio","RN","28.0","31.0"
4588,"Salgado","SE","27.0","29.0"
4577,"Pedrinhas","SE","28.0","30.0"
4555,"Moita Bonita","SE","27.0","29.0"
4574,"Nossa Senhora Do Socorro","SE","28.0","31.0"
4560,"Nossa Senhora Da Glória","SE","27.0","29.0"
4587,"Rosário Do Catete","SE","28.0","31.0"
4573,"Joaquim Gomes","AL","26.0","27.0"
4563,"Dois Riachos","AL","27.0","28.0"
4579,"Pirambu","SE","28.0","31.0"
4591,"Pindoba","AL","25.0","25.0"
4589,"Santa Luzia Do Itanhy","SE","29.0","32.0"
4581,"Poço Verde","SE","27.0","28.0"
4578,"Pinhão","SE","27.0","29.0"
4592,"Poço Das Trincheiras","AL","26.0","27.0"
4593,"Quebrangulo","AL","25.0","25.0"
4590,"Santa Rosa De Lima","SE","27.0","29.0"
4594,"Roteiro","AL","28.0","31.0"
4583,"Propriá","SE","28.0","31.0"
4596,"Santana Do Mundaú","AL","25.0","25.0"
4599,"São José Da Laje","AL","25.0","25.0"
4605,"Arataca","BA","23.0","22.0"
4600,"São Sebastião","AL","27.0","29.0"
4603,"Abaré","BA","25.0","25.0"
4602,"Taquarana","AL","26.0","27.0"
4606,"Aratuípe","BA","25.0","24.0"
4601,"Tanque D'Arca","AL","25.0","25.0"
4611,"Canápolis","BA","25.0","25.0"
4608,"Boninal","BA","20.0","20.0"
4610,"Cafarnaum","BA","23.0","23.0"
4613,"Catolândia","BA","25.0","22.0"
4614,"Caém","BA","23.0","23.0"
4615,"Chorrochó","BA","24.0","24.0"
4621,"Iraquara","BA","21.0","21.0"
4616,"Santo Amaro Das Brotas","SE","28.0","31.0"
4597,"Senador Rui Palmeira","AL","26.0","27.0"
4595,"Santa Luzia Do Norte","AL","27.0","31.0"
4623,"Jiquiriça","BA","23.0","23.0"
4620,"Ibitiara","BA","23.0","23.0"
4622,"Irará","BA","26.0","27.0"
4607,"Barro Preto","BA","24.0","24.0"
4626,"Lamarão","BA","27.0","28.0"
4604,"Aramari","BA","27.0","29.0"
4628,"Mansidão","BA","22.0","22.0"
4612,"Cardeal Da Silva","BA","28.0","30.0"
4625,"Laje","BA","25.0","25.0"
4627,"Macururé","BA","26.0","27.0"
4598,"São Brás","AL","28.0","31.0"
4631,"Muniz Ferreira","BA","25.0","25.0"
4609,"Caetanos","BA","25.0","25.0"
4632,"Nova Itarana","BA","24.0","24.0"
4629,"Mascote","BA","24.0","24.0"
4617,"Mazagão","AP","24.0","24.0"
4633,"Pedro Alexandre","BA","25.0","25.0"
4619,"Cristópolis","BA","24.0","24.0"
4635,"Salinas Da Margarida","BA","25.0","25.0"
4634,"Ribeira Do Amparo","BA","27.0","29.0"
4637,"Santa Bárbara","BA","27.0","28.0"
4640,"São Félix","BA","25.0","25.0"
4624,"Jussari","BA","23.0","22.0"
4642,"São Francisco","SE","27.0","29.0"
4641,"São Domingos","SE","26.0","27.0"
4638,"Santanópolis","BA","26.0","27.0"
4618,"Coronel João Sá","BA","26.0","27.0"
4644,"Simão Dias","SE","27.0","28.0"
4646,"Telha","SE","28.0","31.0"
4649,"Água Fria","BA","25.0","25.0"
4630,"Mulungu Do Morro","BA","23.0","23.0"
4651,"Tomar Do Geru","SE","28.0","30.0"
4636,"Santa Brígida","BA","24.0","24.0"
4652,"Umbaúba","SE","28.0","30.0"
4648,"Painel","SC","19.0","17.0"
4656,"Aguaí","SP","24.0","24.0"
4660,"Agudos","SP","22.0","22.0"
4659,"Águas De Santa Bárbara","SP","20.0","20.0"
4654,"Adolfo","SP","23.0","23.0"
4661,"Ajapi","SP","23.0","23.0"
4658,"Águas De Lindóia","SP","21.0","21.0"
4653,"Adamantina","SP","25.0","25.0"
4655,"Agissê","SP","24.0","24.0"
4663,"Aldeia Da Serra","SP","21.0","21.0"
4666,"Altair","SP","24.0","24.0"
4664,"Alfredo Marcondes","SP","25.0","25.0"
4639,"São Cristóvão","SE","28.0","31.0"
4645,"Siriri","SE","27.0","30.0"
4647,"Tobias Barreto","SE","28.0","29.0"
4650,"Itapiúna","CE","28.0","31.0"
4670,"Álvares Florence","SP","27.0","28.0"
4674,"Américo Brasiliense","SP","23.0","23.0"
4675,"Américo De Campos","SP","27.0","27.0"
4668,"Alto Alegre","SP","22.0","22.0"
4643,"São Miguel Do Aleixo","SE","27.0","29.0"
4676,"Amparo","SP","20.0","20.0"
4671,"Álvaro De Carvalho","SP","21.0","21.0"
4669,"Alumínio","SP","20.0","20.0"
4678,"Novo Horizonte","SC","24.0","24.0"
4657,"Águas Da Prata","SP","20.0","20.0"
4662,"Alambari","SP","21.0","21.0"
4681,"Ouro","SC","21.0","21.0"
4679,"Orleans","SC","23.0","23.0"
4687,"Ravena","MG","22.0","22.0"
4688,"Vila Vargas","MS","27.0","28.0"
4667,"Altinópolis","SP","20.0","20.0"
4685,"Urucará","AM","25.0","25.0"
4684,"Barreirinha","AM","25.0","25.0"
4686,"Natalândia","MG","25.0","25.0"
4690,"Cuité","PB","26.0","26.0"
4689,"Medicilândia","PA","24.0","24.0"
4673,"Americana","SP","23.0","21.0"
4693,"Bom Jardim","PE","26.0","27.0"
4691,"Ingá","PB","27.0","29.0"
4672,"Alvinlândia","SP","22.0","22.0"
4677,"Analândia","SP","22.0","22.0"
4680,"Otacílio Costa","SC","18.0","18.0"
4698,"São José","PR","25.0","25.0"
4699,"Areia Branca","RN","28.0","28.0"
4697,"Nova Esperança Do Sudoeste","PR","24.0","24.0"
4692,"São João Do Cariri","PB","26.0","27.0"
4683,"Paial","SC","23.0","23.0"
4703,"Duplo Céu","SP","27.0","27.0"
4682,"Ouro Verde","SC","23.0","23.0"
4704,"Babaçulândia","TO","25.0","25.0"
4706,"Santa Fé Do Araguaia","TO","26.0","28.0"
4705,"Itacajá","TO","23.0","23.0"
4702,"Quatro Irmãos","RS","22.0","22.0"
4709,"Agrestina","PE","25.0","25.0"
4714,"Toritama","PE","26.0","27.0"
4707,"Xapuri","AC","24.0","24.0"
4715,"Itaueira","PI","24.0","24.0"
4710,"Catende","PE","27.0","29.0"
4712,"Jatobá","PE","25.0","25.0"
4700,"Nova Cruz","RN","28.0","30.0"
4696,"Várzea Branca","PI","24.0","24.0"
4711,"Iguaraci","PE","24.0","24.0"
4694,"Regeneração","PI","25.0","25.0"
4716,"Jurema","PI","23.0","23.0"
4718,"Cerro Corá","RN","26.0","27.0"
4695,"São Miguel Do Tapuio","PI","25.0","25.0"
4717,"Vargem Alegre","RJ","24.0","24.0"
4701,"Paraú","RN","28.0","30.0"
4726,"Amarante Do Maranhão","MA","25.0","25.0"
4733,"Bela Vista Do Maranhão","MA","26.0","27.0"
4724,"Oiapoque","AP","25.0","25.0"
4727,"Anajatuba","MA","26.0","27.0"
4732,"Bacurituba","MA","26.0","29.0"
4728,"Araguanã","MA","26.0","26.0"
4725,"Amapá Do Maranhão","MA","26.0","27.0"
4708,"Belém Do Brejo Do Cruz","PB","27.0","29.0"
4731,"Bacuri","MA","26.0","29.0"
4735,"Bernardo Do Mearim","MA","25.0","25.0"
4719,"Pureza","RN","28.0","31.0"
4736,"Bom Jesus Das Selvas","MA","24.0","24.0"
4722,"São Francisco Xavier","SP","17.0","17.0"
4721,"Campinal","SP","27.0","28.0"
4737,"Bom Lugar","MA","25.0","25.0"
4720,"Cerejeiras","RO","25.0","25.0"
4739,"Buritirama","MA","25.0","25.0"
4729,"Arari","MA","26.0","27.0"
4743,"Campestre Do Maranhão","MA","24.0","24.0"
4740,"Cachoeira Grande","MA","27.0","30.0"
4738,"Brejo De Areia","MA","26.0","27.0"
4723,"Alto Alegre Do Pindaré","MA","25.0","25.0"
4734,"Bequimão","MA","25.0","25.0"
4745,"Capinzal Do Norte","MA","25.0","25.0"
4713,"Quipapá","PE","25.0","25.0"
4748,"Centro Do Guilherme","MA","26.0","26.0"
4730,"Bacabeira","MA","27.0","29.0"
4755,"Humberto De Campos","MA","27.0","30.0"
4756,"Palhoça","SC","24.0","24.0"
4750,"Davinópolis","MA","25.0","25.0"
4752,"Fernando Falcão","MA","24.0","24.0"
4757,"Palma Sola","SC","24.0","24.0"
4758,"Palmeira","SC","19.0","19.0"
4742,"Cajari","MA","26.0","27.0"
4744,"Cantanhede","MA","27.0","29.0"
4762,"Passo De Torres","SC","22.0","22.0"
4761,"Paraíso","SC","25.0","25.0"
4764,"Paulo Lopes","SC","24.0","24.0"
4747,"Central Do Maranhão","MA","27.0","29.0"
4741,"Cajapió","MA","26.0","28.0"
4765,"Pedras Grandes","SC","22.0","22.0"
4768,"Petrolândia","SC","22.0","22.0"
4767,"Peritiba","SC","22.0","22.0"
4763,"Passos Maia","SC","21.0","19.0"
4759,"Palmitos","SC","25.0","25.0"
4766,"Penha","SC","23.0","23.0"
4751,"Feira Nova Do Maranhão","MA","24.0","24.0"
4749,"Cândido Mendes","MA","26.0","29.0"
4770,"Pinhalzinho","SC","23.0","23.0"
4754,"Guimarães","MA","27.0","29.0"
4772,"Piratuba","SC","21.0","21.0"
4771,"Pinheiro Preto","SC","21.0","20.0"
4746,"Carutapera","MA","27.0","29.0"
4776,"Ponte Alta","SC","18.0","18.0"
4775,"Ponte Alta Do Norte","SC","18.0","17.0"
4773,"Planalto Alegre","SC","25.0","25.0"
4777,"Ponte Serrada","SC","20.0","20.0"
4774,"Pomerode","SC","21.0","21.0"
4760,"Papanduva","SC","19.0","19.0"
4778,"Porto Belo","SC","24.0","24.0"
4782,"Praia Grande","SC","22.0","22.0"
4785,"Presidente Nereu","SC","20.0","20.0"
4786,"Água Doce Do Maranhão","MA","27.0","30.0"
4787,"Aguiar","PB","26.0","26.0"
4783,"Presidente Castelo Branco","SC","21.0","21.0"
4769,"Balneário Piçarras","SC","23.0","23.0"
4789,"Alcantil","PB","24.0","24.0"
4790,"Algodão De Jandaíra","PB","26.0","27.0"
4788,"Alagoa Nova","PB","26.0","27.0"
4753,"Godofredo Viana","MA","26.0","29.0"
4792,"Amparo","PB","25.0","25.0"
4793,"Arara","PB","25.0","25.0"
4794,"Araruna","PB","27.0","28.0"
4791,"Alhandra","PB","28.0","31.0"
4796,"Areia De Baraúnas","PB","27.0","28.0"
4795,"Araçagi","PB","28.0","31.0"
4780,"Pouso Redondo","SC","22.0","22.0"
4781,"Praia Do Santinho","SC","25.0","25.0"
4779,"Porto União","SC","20.0","20.0"
4801,"Barra De Santana","PB","26.0","27.0"
4808,"Bom Jesus","PB","26.0","27.0"
4802,"Barra De São Miguel","PB","25.0","25.0"
4784,"Presidente Getúlio","SC","23.0","23.0"
4804,"Belém","PB","26.0","28.0"
4806,"Boa Ventura","PB","26.0","27.0"
4803,"Baía Da Traição","PB","28.0","33.0"
4807,"Boa Vista","PB","26.0","27.0"
4811,"Princesa","SC","24.0","24.0"
4809,"Bom Sucesso","PB","26.0","27.0"
4812,"Quilombo","SC","25.0","25.0"
4813,"Rancho Queimado","SC","19.0","19.0"
4815,"Rio Do Campo","SC","20.0","20.0"
4798,"Assunção","PB","25.0","25.0"
4819,"Rio Fortuna","SC","21.0","21.0"
4800,"Barra De Santa Rosa","PB","26.0","25.0"
4820,"Rio Negrinho","SC","19.0","19.0"
4817,"Rio Dos Cedros","SC","19.0","19.0"
4822,"Riqueza","SC","26.0","27.0"
4823,"Rodeio","SC","22.0","22.0"
4799,"Baraúna","PB","26.0","27.0"
4816,"Rio D'Oeste","SC","22.0","22.0"
4824,"Romelândia","SC","25.0","25.0"
4805,"Bernardino Batista","PB","26.0","27.0"
4825,"Salete","SC","21.0","21.0"
4827,"Salto Veloso","SC","19.0","19.0"
4810,"Bonito De Santa Fé","PB","24.0","24.0"
4828,"Sangão","SC","24.0","24.0"
4831,"Santa Rosa De Lima","SC","20.0","20.0"
4814,"Rio Das Antas","SC","19.0","19.0"
4836,"Santo Amaro Da Imperatriz","SC","21.0","21.0"
4829,"Santa Cecília","SC","17.0","17.0"
4838,"São Bernardino","SC","24.0","24.0"
4833,"Santa Terezinha Do Progresso","SC","26.0","27.0"
4797,"Areial","PB","26.0","27.0"
4818,"Rio Do Sul","SC","22.0","22.0"
4839,"São Bonifácio","SC","20.0","20.0"
4841,"São Cristovão Do Sul","SC","17.0","17.0"
4821,"Rio Rufino","SC","19.0","19.0"
4842,"São Domingos","SC","24.0","24.0"
4843,"São Francisco Do Sul","SC","22.0","22.0"
4840,"São Carlos","SC","26.0","27.0"
4845,"São João Do Itaperiú","SC","22.0","22.0"
4846,"São João Do Oeste","SC","25.0","25.0"
4830,"Santa Helena","SC","24.0","24.0"
4826,"Saltinho","SC","21.0","21.0"
4851,"São José","SC","24.0","22.0"
4848,"São Joaquim","SC","17.0","17.0"
4849,"São José Do Cedro","SC","25.0","25.0"
4854,"São Martinho","SC","23.0","23.0"
4832,"Santa Rosa Do Sul","SC","22.0","22.0"
4837,"São Bento Do Sul","SC","18.0","18.0"
4852,"São Lourenço D'Oeste","SC","23.0","23.0"
4834,"Santa Terezinha","SC","20.0","20.0"
4853,"São Ludgero","SC","22.0","22.0"
4855,"São Miguel Da Boa Vista","SC","25.0","25.0"
4859,"Schroeder","SC","23.0","23.0"
4857,"São Pedro De Alcântara","SC","22.0","22.0"
4861,"Serra Alta","SC","25.0","25.0"
4858,"Saudades","SC","25.0","25.0"
4844,"São João Batista","SC","22.0","22.0"
4860,"Seara","SC","21.0","21.0"
4866,"Tangará","SC","20.0","20.0"
4863,"Sombrio","SC","23.0","23.0"
4865,"Taió","SC","22.0","22.0"
4850,"São José Do Cerrito","SC","18.0","18.0"
4864,"Sul Brasil","SC","26.0","27.0"
4847,"São João Do Sul","SC","22.0","22.0"
4869,"Timbé Do Sul","SC","22.0","22.0"
4856,"São Miguel Do Oeste","SC","21.0","21.0"
4876,"Mata Roma","MA","27.0","30.0"
4873,"Rio Preto Da Eva","AM","25.0","25.0"
4835,"Santiago Do Sul","SC","25.0","25.0"
4878,"Treze De Maio","SC","22.0","22.0"
4879,"Treze Tílias","SC","21.0","21.0"
4875,"Treviso","SC","22.0","22.0"
4883,"Turvo","SC","22.0","22.0"
4867,"Tigrinhos","SC","25.0","25.0"
4868,"Tijucas","SC","24.0","22.0"
4862,"Siderópolis","SC","22.0","22.0"
4890,"Chapecó","SC","22.0","22.0"
4871,"Timbó","SC","22.0","22.0"
4882,"Tunápolis","SC","25.0","25.0"
4886,"Urupema","SC","17.0","17.0"
4872,"Três Barras","SC","20.0","20.0"
4874,"Governador Lindenberg","ES","25.0","25.0"
4888,"Cerro Negro","SC","19.0","19.0"
4891,"Cocal Do Sul","SC","23.0","23.0"
4880,"Trombudo Central","SC","22.0","22.0"
4893,"Cordilheira Alta","SC","22.0","22.0"
4881,"Tubarão","SC","24.0","24.0"
4889,"Chapadão Do Lageado","SC","21.0","21.0"
4901,"Curitibanos","SC","18.0","18.0"
4894,"Coronel Freitas","SC","25.0","25.0"
4877,"Canoeiros","MG","23.0","23.0"
4897,"Corupá","SC","19.0","19.0"
4896,"Correia Pinto","SC","19.0","18.0"
4870,"Timbó Grande","SC","19.0","19.0"
4899,"Cunha Porã","SC","25.0","25.0"
4884,"União Do Oeste","SC","25.0","25.0"
4885,"Urubici","SC","18.0","18.0"
4909,"Ermo","SC","21.0","21.0"
4906,"Enseada De Brito","SC","21.0","21.0"
4887,"Urussanga","SC","23.0","23.0"
4898,"Criciúma","SC","23.0","23.0"
4913,"Faxinal Dos Guedes","SC","20.0","20.0"
4892,"Concórdia","SC","21.0","21.0"
4911,"Olhos-D'Água","MG","24.0","24.0"
4915,"Florianópolis","SC","25.0","25.0"
4912,"Erval Velho","SC","20.0","20.0"
4914,"Flor Do Sertão","SC","26.0","27.0"
4895,"Coronel Martins","SC","24.0","24.0"
4918,"Forquilhinha","SC","23.0","23.0"
4916,"Formosa Do Sul","SC","25.0","25.0"
4900,"Cunhataí","SC","25.0","25.0"
4904,"Dona Emma","SC","22.0","22.0"
4920,"Frei Rogério","SC","19.0","19.0"
4903,"Dionísio Cerqueira","SC","24.0","24.0"
4905,"Doutor Pedrinho","SC","19.0","19.0"
4923,"Garuva","SC","23.0","23.0"
4902,"Descanso","SC","25.0","25.0"
4924,"Gaspar","SC","23.0","23.0"
4910,"Aratu","BA","27.0","29.0"
4921,"Galvão","SC","24.0","24.0"
4908,"Cruzeiro Do Sul","AC","23.0","23.0"
4907,"Entre Rios","SC","25.0","25.0"
4927,"Grão Pará","SC","22.0","22.0"
4928,"Gravatal","SC","22.0","22.0"
4925,"Governador Celso Ramos","SC","24.0","24.0"
4929,"Guabiruba","SC","23.0","23.0"
4931,"Guaramirim","SC","22.0","22.0"
4930,"Guaraciaba","SC","24.0","24.0"
4933,"Guarujá Do Sul","SC","24.0","24.0"
4934,"Guatambú","SC","25.0","25.0"
4932,"Guarda Do Embaú","SC","23.0","23.0"
4939,"Ibirama","SC","23.0","23.0"
