"locale_id","city","state","temperature","feels_like","latitude","longitude"
5301,"Osório","RS","24.0","24.0","-29.9","-50.3"
5288,"Nova Prata","RS","21.0","21.0","-28.8","-51.6"
5286,"Nova Palma","RS","23.0","23.0","-29.5","-53.5"
5302,"Paim Filho","RS","22.0","22.0","-27.7","-51.8"
5307,"Pantano Grande","RS","24.0","24.0","-30.2","-52.4"
5293,"Novo Cabrais","RS","25.0","25.0","-29.7","-52.9"
5310,"Bueno Brandão","MG","18.0","18.0","-22.4","-46.4"
5312,"Extrema","MG","18.0","18.0","-22.9","-46.3"
5294,"São Luís De Montes Belos","GO","25.0","25.0","-16.5","-50.4"
5308,"Paraí","RS","23.0","23.0","-28.6","-51.8"
5316,"Parobé","RS","24.0","24.0","-29.6","-50.8"
5315,"Pareci Novo","RS","24.0","24.0","-29.6","-51.4"
5326,"Pelotas","RS","25.0","25.0","-31.8","-52.3"
5313,"Paraíso Do Sul","RS","24.0","24.0","-29.7","-53.1"
5304,"Palmeira Das Missões","RS","23.0","23.0","-27.9","-53.3"
5319,"Passo Fundo","RS","22.0","22.0","-28.3","-52.4"
5314,"São Romão","MG","25.0","25.0","-16.4","-45.1"
5306,"Panambi","RS","23.0","23.0","-28.3","-53.5"
5318,"Passo Do Sobrado","RS","23.0","23.0","-29.7","-52.3"
5317,"Passa Sete","RS","23.0","23.0","-29.5","-53.0"
5309,"Tabatinga","AM","22.0","22.0","-4.3","-69.9"
5322,"Carmo Do Paranaíba","MG","21.0","21.0","-19.0","-46.3"
5327,"Picada Café","RS","22.0","22.0","-29.4","-51.1"
5328,"Pinhal Da Serra","RS","20.0","20.0","-27.9","-51.2"
5311,"Congonhal","MG","20.0","20.0","-22.2","-46.0"
5333,"Pinhal","RS","24.0","24.0","-29.6","-51.9"
5336,"Pirapó","RS","27.0","28.0","-28.0","-55.2"
5335,"Pinheiro Machado","RS","22.0","22.0","-31.6","-53.4"
5334,"Pinheirinho Do Vale","RS","26.0","27.0","-27.2","-53.6"
5320,"Paulo Bento","RS","22.0","22.0","-27.7","-52.4"
5338,"Planalto","RS","26.0","27.0","-27.4","-54.2"
5331,"Pinhal Grande","RS","23.0","23.0","-29.3","-53.3"
5339,"Poço Das Antas","RS","24.0","24.0","-29.4","-51.7"
5346,"Porto Alegre","RS","25.0","25.0","-30.1","-51.2"
5321,"Paverama","RS","24.0","24.0","-29.6","-51.7"
5340,"Pontão","RS","22.0","22.0","-28.1","-52.7"
5323,"Pedras Altas","RS","22.0","22.0","-31.7","-53.6"
5341,"Ponte Preta","RS","21.0","21.0","-27.7","-52.5"
5325,"Pejuçara","RS","23.0","23.0","-28.4","-53.7"
5343,"Novo Gama","GO","23.0","23.0","-16.1","-48.0"
5324,"Pedro Osório","RS","24.0","24.0","-31.9","-52.8"
5345,"Portão","RS","25.0","25.0","-29.7","-51.2"
5332,"Pedro Leopoldo","MG","24.0","24.0","-19.6","-44.0"
5344,"Valparaíso De Goiás","GO","24.0","24.0","-16.1","-48.0"
5337,"Piratini","RS","22.0","22.0","-31.4","-53.1"
5330,"Campo Do Meio","MG","22.0","22.0","-21.1","-45.8"
5329,"Trombetas","PA","25.0","25.0","-1.8","-55.9"
5352,"Presidente Lucena","RS","24.0","24.0","-29.5","-51.2"
5349,"Porto Vera Cruz","RS","27.0","29.0","-27.7","-54.9"
5354,"Protásio Alves","RS","22.0","22.0","-28.8","-51.5"
5356,"Arceburgo","MG","25.0","25.0","-21.4","-46.9"
5359,"Quevedos","RS","23.0","23.0","-29.4","-54.1"
5368,"Rio Grande","RS","25.0","25.0","-32.0","-52.1"
5357,"Putinga","RS","22.0","22.0","-29.0","-52.2"
5355,"Minaçu","GO","27.0","28.0","-13.5","-48.2"
5360,"Taiobeiras","MG","22.0","22.0","-15.8","-42.2"
5362,"Redentora","RS","24.0","24.0","-27.7","-53.6"
5342,"Cidade Ocidental","GO","24.0","24.0","-16.1","-47.9"
5366,"Restinga Seca","RS","24.0","24.0","-29.8","-53.4"
5358,"Quaraí","RS","24.0","24.0","-30.4","-56.5"
5365,"Itapitanga","BA","24.0","24.0","-14.4","-39.6"
5350,"Porto Xavier","RS","27.0","29.0","-27.9","-55.1"
5363,"Aiquara","BA","23.0","23.0","-14.1","-39.9"
5347,"Porto Lucena","RS","27.0","29.0","-27.9","-55.0"
5370,"Rio Pardo","RS","24.0","24.0","-30.0","-52.4"
5353,"Progresso","RS","24.0","24.0","-29.3","-53.1"
5373,"Riozinho","RS","22.0","22.0","-29.6","-50.5"
5374,"Roca Sales","RS","25.0","25.0","-29.3","-51.9"
5348,"Porto Mauá","RS","27.0","29.0","-27.6","-54.7"
5382,"Cruzeiro Do Sul","RS","25.0","25.0","-29.5","-52.0"
5378,"Afogados Da Ingazeira","PE","25.0","25.0","-7.8","-37.6"
5364,"Relvado","RS","23.0","23.0","-29.1","-52.1"
5377,"Primavera Do Leste","MT","24.0","24.0","-15.6","-54.3"
5361,"Quinze De Novembro","RS","24.0","24.0","-28.7","-53.1"
5380,"Cruz Alta","RS","23.0","23.0","-28.6","-53.6"
5367,"Rio Dos Índios","RS","24.0","24.0","-27.3","-52.8"
5385,"Derrubadas","RS","25.0","25.0","-27.3","-53.9"
5386,"Dezesseis De Novembro","RS","25.0","25.0","-28.2","-55.0"
5387,"Jaguari","RS","23.0","23.0","-29.5","-54.7"
5383,"Curumim","RS","24.0","24.0","-29.6","-49.9"
5388,"Dilermando De Aguiar","RS","23.0","23.0","-29.7","-54.2"
5379,"Criúva","RS","19.0","19.0","-28.9","-51.0"
5384,"David Canabarro","RS","22.0","22.0","-28.4","-51.8"
5375,"Cristal","RS","24.0","24.0","-31.0","-52.0"
5371,"Campos Gerais","MG","21.0","21.0","-21.2","-45.8"
5369,"Santa Bárbara De Goiás","GO","26.0","26.0","-16.6","-49.7"
5376,"Sonora","MS","27.0","28.0","-17.6","-54.8"
5351,"Pouso Novo","RS","23.0","23.0","-29.2","-52.2"
5392,"Boa Vista","DF","23.0","23.0","-15.7","-47.5"
5396,"Porangatu","GO","28.0","29.0","-13.4","-49.1"
5398,"Dom Feliciano","RS","23.0","23.0","-30.7","-52.1"
5372,"Jacutinga","MG","22.0","22.0","-22.3","-46.6"
5381,"Cruzaltense","RS","23.0","23.0","-27.7","-52.6"
5400,"Dom Pedro De Alcântara","RS","23.0","23.0","-29.4","-49.9"
5405,"Encantado","RS","25.0","25.0","-29.2","-51.9"
5389,"Piumhi","MG","22.0","22.0","-20.4","-46.1"
5390,"Santos Dumont","MG","23.0","23.0","-21.5","-43.6"
5409,"Entre Rios Do Sul","RS","24.0","24.0","-27.5","-52.7"
5406,"Encruzilhada Do Sul","RS","22.0","22.0","-30.5","-52.5"
5410,"Erebango","RS","22.0","22.0","-27.9","-52.3"
5407,"Engenho Velho","RS","23.0","23.0","-27.7","-52.9"
5394,"Dois Irmãos","RS","24.0","24.0","-29.6","-51.1"
5391,"Dois Irmãos Das Missões","RS","24.0","24.0","-27.7","-53.5"
5393,"Frutal","MG","26.0","26.0","-20.0","-48.9"
5397,"Dois Lajeados","RS","23.0","23.0","-29.0","-51.8"
5411,"Erechim","RS","21.0","21.0","-27.6","-52.3"
5414,"Erval Seco","RS","24.0","24.0","-27.5","-53.5"
5395,"Itamaraju","BA","25.0","25.0","-17.0","-39.5"
5399,"Dom Pedrito","RS","23.0","23.0","-31.0","-54.7"
5403,"Doutor Ricardo","RS","24.0","24.0","-29.1","-52.0"
5412,"Ernestina","RS","23.0","23.0","-28.5","-52.6"
5401,"Dona Francisca","RS","25.0","25.0","-29.6","-53.4"
5402,"Doutor Maurício Cardoso","RS","26.0","28.0","-27.5","-54.4"
5417,"Espumoso","RS","24.0","24.0","-28.7","-52.9"
5408,"Entre-Ijuís","RS","24.0","24.0","-28.4","-54.3"
5404,"Eldorado Do Sul","RS","24.0","24.0","-30.1","-51.6"
5419,"Estância Velha","RS","25.0","25.0","-30.0","-50.3"
5416,"Esperança Do Sul","RS","25.0","25.0","-27.4","-54.0"
5421,"Estrela","RS","25.0","25.0","-29.5","-52.0"
5425,"Farroupilha","RS","21.0","21.0","-29.2","-51.3"
5426,"Faxinal Do Soturno","RS","24.0","24.0","-29.6","-53.4"
5430,"Flores Da Cunha","RS","20.0","20.0","-29.0","-51.2"
5424,"Fagundes Varela","RS","22.0","22.0","-28.9","-51.7"
5427,"Faxinalzinho","RS","23.0","23.0","-27.4","-52.7"
5413,"Erval Grande","RS","21.0","21.0","-27.4","-52.6"
5433,"Formigueiro","RS","24.0","24.0","-30.0","-53.5"
5434,"Forquetinha","RS","24.0","24.0","-29.4","-52.1"
5418,"Estação","RS","22.0","22.0","-27.9","-52.3"
5437,"Garibaldi","RS","22.0","22.0","-29.3","-51.5"
5440,"General Câmara","RS","24.0","24.0","-29.9","-51.8"
5441,"Gentil","RS","22.0","22.0","-28.4","-52.0"
5422,"Estrela Velha","RS","24.0","24.0","-29.2","-53.2"
5420,"Esteio","RS","25.0","25.0","-29.9","-51.2"
5423,"Eugênio De Castro","RS","24.0","24.0","-28.5","-54.1"
5439,"Gaurama","RS","22.0","22.0","-27.6","-52.1"
5429,"Feliz","RS","25.0","25.0","-29.5","-51.3"
5445,"Gramado Dos Loureiros","RS","24.0","24.0","-27.4","-52.9"
5444,"Glorinha","RS","24.0","24.0","-29.9","-50.8"
5415,"Esmeralda","RS","19.0","19.0","-28.1","-51.2"
5428,"Fazenda Vilanova","RS","24.0","24.0","-29.6","-51.8"
5436,"Frederico Westphalen","RS","24.0","24.0","-27.4","-53.4"
5431,"Floriano Peixoto","RS","23.0","23.0","-27.9","-52.1"
5450,"Guaíba","RS","25.0","25.0","-30.1","-51.3"
5448,"Gravataí","RS","25.0","25.0","-29.9","-51.0"
5447,"Gramado Xavier","RS","22.0","22.0","-29.3","-52.6"
5432,"Fontoura Xavier","RS","21.0","21.0","-29.0","-52.3"
5452,"Guarani Das Missões","RS","25.0","25.0","-28.1","-54.6"
5435,"Fortaleza Dos Valos","RS","24.0","24.0","-28.8","-53.2"
5463,"Ibirubá","RS","24.0","24.0","-28.6","-53.1"
5449,"Guabiju","RS","22.0","22.0","-28.5","-51.7"
5442,"Getúlio Vargas","RS","22.0","22.0","-27.9","-52.2"
5458,"Humaitá","RS","25.0","25.0","-27.6","-54.0"
5443,"Giruá","RS","25.0","25.0","-28.0","-54.4"
5446,"Gramado","RS","20.0","20.0","-29.4","-50.9"
5456,"Horizontina","RS","26.0","27.0","-27.6","-54.3"
5451,"Guaporé","RS","23.0","23.0","-28.8","-51.9"
5464,"Igrejinha","RS","24.0","24.0","-29.6","-50.8"
5465,"Ijuí","RS","24.0","24.0","-28.4","-53.9"
5438,"Garruchos","RS","26.0","28.0","-28.2","-55.6"
5459,"Ibarama","RS","24.0","24.0","-29.4","-53.1"
5467,"Imbé","RS","25.0","25.0","-30.0","-50.2"
5461,"Ibiraiaras","RS","21.0","21.0","-28.4","-51.6"
5469,"Independência","RS","25.0","25.0","-27.8","-54.2"
5468,"Imigrante","RS","23.0","23.0","-29.4","-51.8"
5471,"Ipê","RS","21.0","21.0","-28.8","-51.3"
5457,"Hulha Negra","RS","22.0","22.0","-31.4","-53.9"
5472,"Ipiranga Do Sul","RS","22.0","22.0","-27.9","-52.4"
5473,"Iraí","RS","26.0","27.0","-27.2","-53.3"
5455,"Herveiras","RS","22.0","22.0","-29.4","-52.7"
5453,"Harmonia","RS","24.0","24.0","-31.3","-52.3"
5477,"Itaqui","RS","25.0","25.0","-29.1","-56.6"
5474,"Itaara","RS","22.0","22.0","-29.6","-53.8"
5476,"Itapuca","RS","23.0","23.0","-28.9","-52.0"
5460,"Ibiaçá","RS","23.0","23.0","-28.1","-51.9"
5478,"Itatiba Do Sul","RS","22.0","22.0","-27.4","-52.5"
5479,"Itati","RS","22.0","22.0","-29.5","-50.1"
5454,"Herval","RS","22.0","22.0","-32.0","-53.4"
5480,"Ivorá","RS","23.0","23.0","-29.5","-53.6"
5481,"Ivoti","RS","24.0","24.0","-29.6","-51.2"
5483,"Jacuizinho","RS","24.0","24.0","-29.0","-53.1"
5462,"Ibirapuitã","RS","23.0","23.0","-28.6","-52.5"
5485,"Jaguarão","RS","24.0","24.0","-32.6","-53.4"
5484,"Jacutinga","RS","22.0","22.0","-27.7","-52.5"
5486,"Palmeira Dos Índios","AL","26.0","27.0","-9.4","-36.6"
5466,"Ilópolis","RS","23.0","23.0","-28.9","-52.1"
5488,"São José Da Tapera","AL","26.0","28.0","-9.6","-37.4"
5470,"Inhacorá","RS","25.0","25.0","-27.9","-54.0"
5493,"Santa Rita Do Sapucaí","MG","21.0","21.0","-22.3","-45.7"
5492,"Bom Jesus De Goiás","GO","26.0","27.0","-18.2","-49.7"
5489,"São Miguel Dos Campos","AL","27.0","30.0","-9.8","-36.1"
5475,"Itacurubi","RS","25.0","25.0","-28.8","-55.2"
5496,"Jaquirana","RS","19.0","19.0","-28.9","-50.4"
5490,"Formosa Do Rio Preto","BA","23.0","23.0","-11.0","-45.2"
5497,"Jari","RS","23.0","23.0","-29.3","-54.2"
5507,"Lajeado","RS","25.0","25.0","-29.5","-52.0"
5499,"Júlio De Castilhos","RS","22.0","22.0","-29.2","-53.7"
5498,"Jóia","RS","24.0","24.0","-28.6","-54.1"
5500,"Lagoa Dos Três Cantos","RS","24.0","24.0","-28.6","-52.9"
5502,"Lagoa Vermelha","RS","21.0","21.0","-28.2","-51.5"
5501,"Lagoão","RS","23.0","23.0","-29.2","-52.8"
5503,"Lajeado Do Bugre","RS","24.0","24.0","-27.7","-53.2"
5482,"Jaboticaba","RS","23.0","23.0","-27.6","-53.3"
5509,"Antônio Prado","RS","21.0","21.0","-28.9","-51.3"
5511,"Araricá","RS","24.0","24.0","-29.6","-50.9"
5510,"Arambaré","RS","24.0","24.0","-30.9","-51.6"
5513,"Arroio Do Meio","RS","24.0","24.0","-29.4","-51.9"
5495,"Ribas Do Rio Pardo","MS","25.0","25.0","-20.4","-53.8"
5512,"Aratiba","RS","22.0","22.0","-27.4","-52.3"
5514,"Arroio Do Padre","RS","23.0","23.0","-31.4","-52.4"
5491,"Bela Vista De Goiás","GO","26.0","26.0","-17.0","-49.0"
5516,"Arroio Dos Ratos","RS","24.0","24.0","-30.1","-51.7"
5494,"Glória De Dourados","MS","27.0","28.0","-22.4","-54.2"
5520,"Augusto Pestana","RS","24.0","24.0","-28.5","-54.0"
5515,"Arroio Do Sal","RS","23.0","23.0","-29.6","-50.0"
5487,"Santana Do Ipanema","AL","26.0","28.0","-9.4","-37.2"
5505,"Rio Verde Do Sul","MS","27.0","27.0","-22.9","-55.5"
5523,"Balneário Pinhal","RS","25.0","25.0","-30.2","-50.2"
5524,"Barão De Cotegipe","RS","21.0","21.0","-27.6","-52.4"
5504,"Rio Negro","MS","29.0","31.0","-19.4","-55.0"
5526,"Barão","RS","22.0","22.0","-29.4","-51.5"
5537,"Boa Vista Do Buricá","RS","26.0","27.0","-27.7","-54.1"
5506,"Rochedinho","MS","26.0","26.0","-20.2","-54.6"
5531,"Barra Do Rio Azul","RS","22.0","22.0","-27.4","-52.4"
5532,"Barra Funda","RS","24.0","24.0","-27.9","-53.0"
5508,"Lavras Do Sul","RS","22.0","22.0","-30.8","-53.9"
5519,"Arvorezinha","RS","21.0","21.0","-28.9","-52.2"
5540,"Boa Vista Do Sul","RS","22.0","22.0","-29.4","-51.7"
5530,"Barra Do Ribeiro","RS","25.0","25.0","-30.3","-51.3"
5534,"Benjamin Constant Do Sul","RS","21.0","21.0","-27.5","-52.6"
5518,"Arroio Grande","RS","24.0","24.0","-32.2","-53.1"
5517,"Arroio Do Tigre","RS","24.0","24.0","-29.3","-53.1"
5538,"Boa Vista Do Cadeado","RS","23.0","23.0","-28.6","-53.8"
5536,"Boa Vista Das Missões","RS","23.0","23.0","-27.7","-53.3"
5521,"Áurea","RS","22.0","22.0","-27.7","-52.0"
5522,"Bagé","RS","23.0","23.0","-31.3","-54.1"
5541,"Boca Do Monte","RS","23.0","23.0","-29.6","-53.9"
5525,"Barão Do Triunfo","RS","23.0","23.0","-30.4","-51.7"
5527,"Barracão","RS","21.0","21.0","-27.7","-51.5"
5545,"Bom Progresso","RS","25.0","25.0","-27.5","-53.9"
5543,"Bom Jesus","RS","18.0","18.0","-28.7","-50.4"
5546,"Bom Retiro Do Sul","RS","24.0","24.0","-29.6","-51.9"
5548,"Bororé","RS","25.0","25.0","-29.0","-55.9"
5528,"Barra Do Guarita","RS","25.0","25.0","-27.2","-53.7"
5533,"Barros Cassal","RS","23.0","23.0","-29.1","-52.6"
5544,"Bom Princípio","RS","25.0","25.0","-29.5","-51.4"
5547,"Boqueirão Do Leão","RS","22.0","22.0","-29.3","-52.4"
5549,"Bossoroca","RS","25.0","25.0","-28.7","-54.9"
5550,"Bozano","RS","24.0","24.0","-28.4","-53.9"
5551,"Braga","RS","24.0","24.0","-27.6","-53.7"
5535,"Bento Gonçalves","RS","22.0","22.0","-29.2","-51.5"
5556,"Cachoeira Do Sul","RS","24.0","24.0","-30.0","-52.9"
5552,"Brochier","RS","23.0","23.0","-29.5","-51.6"
5561,"Camaquã","RS","24.0","24.0","-30.9","-51.8"
5555,"Cacequi","RS","24.0","24.0","-29.9","-54.8"
5563,"Cambará Do Sul","RS","18.0","18.0","-29.0","-50.1"
5557,"Cachoeirinha","RS","25.0","25.0","-30.0","-51.1"
5565,"Campina Das Missões","RS","26.0","28.0","-28.0","-54.8"
5539,"Boa Vista Do Incra","RS","23.0","23.0","-28.8","-53.4"
5560,"Caiçara","RS","25.0","25.0","-27.3","-53.4"
5566,"Campinas Do Sul","RS","22.0","22.0","-27.7","-52.6"
5559,"Caibaté","RS","26.0","27.0","-28.3","-54.6"
5567,"Campo Bom","RS","24.0","24.0","-29.7","-51.1"
5529,"Barra Do Quaraí","RS","25.0","25.0","-30.2","-57.6"
5554,"Caçapava Do Sul","RS","22.0","22.0","-30.5","-53.5"
5571,"Cândido Godói","RS","26.0","27.0","-28.0","-54.8"
5553,"Butiá","RS","24.0","24.0","-30.1","-52.0"
5568,"Campo Novo","RS","22.0","22.0","-28.9","-52.3"
5576,"Canudos Do Vale","RS","22.0","22.0","-29.3","-52.2"
5575,"Canoas","RS","25.0","25.0","-29.9","-51.2"
5577,"Capão Bonito Do Sul","RS","21.0","21.0","-28.1","-51.4"
5570,"Candelária","RS","24.0","24.0","-29.7","-52.8"
5572,"Candiota","RS","23.0","23.0","-31.6","-53.7"
5585,"Carazinho","RS","22.0","22.0","-28.3","-52.8"
5578,"Capão Da Canoa","RS","24.0","24.0","-29.7","-50.2"
5562,"Camargo","RS","23.0","23.0","-28.6","-52.2"
5580,"Capão Do Leão","RS","25.0","25.0","-31.8","-52.5"
5569,"Campos Borges","RS","23.0","23.0","-28.9","-53.0"
5564,"Campestre Da Serra","RS","19.0","19.0","-28.8","-51.1"
5581,"Capela De Santana","RS","25.0","25.0","-29.7","-51.3"
5558,"Cacique Doble","RS","22.0","22.0","-27.8","-51.7"
5584,"Caraá","RS","24.0","24.0","-29.8","-50.4"
5588,"Casca","RS","22.0","22.0","-28.6","-52.0"
5583,"Capivari Do Sul","RS","25.0","25.0","-30.1","-50.5"
5594,"Cerrito","RS","24.0","24.0","-31.9","-52.8"
5591,"Catuípe","RS","24.0","24.0","-28.2","-54.0"
5595,"Cerro Branco","RS","25.0","25.0","-29.7","-52.9"
5573,"Canela","RS","20.0","20.0","-29.4","-50.8"
5574,"Canguçu","RS","21.0","21.0","-31.4","-52.7"
5599,"Chapada","RS","19.0","19.0","-28.9","-50.4"
5598,"Cerro Largo","RS","26.0","27.0","-28.1","-54.7"
5579,"Capão Do Cipó","RS","23.0","23.0","-29.2","-54.9"
5604,"Paranaguá","PR","24.0","24.0","-25.5","-48.5"
5602,"Chiapetta","RS","25.0","25.0","-27.9","-53.9"
5603,"Ortigueira","PR","21.0","21.0","-24.2","-50.9"
5606,"Itajuípe","BA","24.0","24.0","-14.7","-39.4"
5605,"Chuí","RS","24.0","24.0","-33.7","-53.5"
5582,"Capitão","RS","23.0","23.0","-29.3","-52.0"
5586,"Carlos Barbosa","RS","21.0","21.0","-29.3","-51.5"
5607,"Paranavaí","PR","26.0","26.0","-23.1","-52.5"
5609,"Pato Branco","PR","23.0","23.0","-26.2","-52.7"
5608,"Chuvisca","RS","23.0","23.0","-30.8","-52.0"
5596,"Cerro Grande Do Sul","RS","24.0","24.0","-30.6","-51.8"
5590,"Cassino","RS","25.0","25.0","-32.2","-52.1"
5587,"Carlos Gomes","RS","23.0","23.0","-27.7","-51.9"
5592,"Caxias Do Sul","RS","20.0","20.0","-29.2","-51.2"
5589,"Caseiros","RS","21.0","21.0","-28.3","-51.7"
5593,"Centenário","RS","23.0","23.0","-27.8","-52.0"
5617,"Crato","CE","23.0","23.0","-7.2","-39.4"
5610,"Pinhão","PR","21.0","21.0","-25.7","-51.7"
5597,"Cerro Grande","RS","24.0","24.0","-27.6","-53.2"
5600,"Charqueadas","RS","24.0","24.0","-30.0","-51.6"
5613,"Piraquara","PR","19.0","19.0","-25.4","-49.1"
5601,"Charrua","RS","23.0","23.0","-28.0","-52.0"
5612,"Tibau","RN","27.0","30.0","-4.8","-37.3"
5611,"Taparuba","MG","23.0","23.0","-19.8","-41.6"
5622,"Cidreira","RS","25.0","25.0","-30.2","-50.2"
5624,"Maracanaú","CE","28.0","33.0","-3.9","-38.6"
5621,"São Sebastião De Lagoa De Roça","PB","25.0","25.0","-7.1","-35.8"
5623,"Juazeiro Do Norte","CE","23.0","23.0","-7.2","-39.3"
5618,"Icó","CE","29.0","31.0","-6.4","-38.9"
5620,"Itapajé","CE","26.0","26.0","-3.7","-39.6"
5628,"Ciríaco","RS","22.0","22.0","-28.3","-51.9"
5626,"Messejana","CE","29.0","34.0","-3.8","-38.5"
5625,"Maranguape","CE","27.0","30.0","-3.9","-38.7"
5629,"Colinas","RS","23.0","23.0","-29.4","-51.9"
5631,"Colorado","RS","24.0","24.0","-28.5","-53.0"
5635,"Coqueiros Do Sul","RS","22.0","22.0","-28.1","-52.8"
5636,"Coronel Barros","RS","24.0","24.0","-28.4","-54.1"
5616,"Rolândia","PR","22.0","22.0","-23.3","-51.4"
5638,"Cotiporã","RS","22.0","22.0","-29.0","-51.7"
5615,"Prudentópolis","PR","21.0","21.0","-25.2","-51.0"
5639,"Coxilha","RS","22.0","22.0","-28.1","-52.3"
5614,"Pitanga","PR","21.0","21.0","-24.8","-51.8"
5619,"Iguatu","CE","27.0","29.0","-6.4","-39.3"
5640,"Crissiumal","RS","25.0","25.0","-27.5","-54.1"
5637,"Coronel Bicaco","RS","24.0","24.0","-27.7","-53.7"
5641,"Cristal Do Sul","RS","25.0","25.0","-27.5","-53.2"
5645,"Senador Georgino Avelino","RN","28.0","31.0","-6.2","-35.1"
5627,"Missão Velha","CE","25.0","25.0","-7.2","-39.1"
5630,"Colônia Nova","RS","23.0","23.0","-31.7","-54.1"
5656,"Itapuranga","GO","26.0","26.0","-15.6","-49.9"
5648,"Serra Negra Do Norte","RN","26.0","27.0","-6.7","-37.4"
5647,"Serra Do Mel","RN","28.0","31.0","-5.2","-37.0"
5650,"Caçu","GO","25.0","25.0","-18.6","-51.1"
5633,"Constantina","RS","23.0","23.0","-27.7","-53.0"
5632,"Condor","RS","23.0","23.0","-28.2","-53.5"
5649,"Serrinha Dos Pintos","RN","26.0","26.0","-6.1","-38.0"
5652,"Goiatuba","GO","27.0","27.0","-18.0","-49.4"
5646,"Serra De São Bento","RN","28.0","30.0","-6.4","-35.7"
5651,"Córrego Do Ouro","GO","25.0","25.0","-16.3","-50.5"
5653,"Goiás","GO","27.0","28.0","-15.9","-50.1"
5654,"Guapó","GO","25.0","25.0","-16.8","-49.5"
5655,"Itaberaí","GO","26.0","26.0","-16.0","-49.8"
5659,"Serrinha","RN","28.0","31.0","-6.3","-35.5"
5658,"Jataí","GO","25.0","25.0","-17.9","-51.7"
5634,"Coqueiro Baixo","RS","23.0","23.0","-29.2","-52.1"
5644,"Senador Elói De Souza","RN","28.0","31.0","-6.0","-35.7"
5643,"São Vicente","RN","27.0","27.0","-6.2","-36.7"
5661,"Morrinhos","GO","26.0","26.0","-17.7","-49.1"
5660,"Mineiros","GO","26.0","26.0","-17.6","-52.6"
5642,"São Tomé","RN","28.0","30.0","-6.0","-36.1"
5662,"Mossâmedes","GO","26.0","26.0","-16.1","-50.2"
5668,"Vianópolis","GO","24.0","24.0","-16.7","-48.5"
5667,"Trindade","GO","26.0","26.0","-16.6","-49.5"
5680,"Guaxupé","MG","23.0","23.0","-21.3","-46.7"
5670,"Severiano Melo","RN","28.0","30.0","-5.8","-38.0"
5674,"Taipu","RN","28.0","31.0","-5.6","-35.6"
5673,"Tabuleiro Grande","RN","28.0","30.0","-5.9","-38.0"
5675,"Tangará","RN","28.0","30.0","-6.2","-35.8"
5669,"Alto Parnaíba","MA","24.0","24.0","-9.1","-45.9"
5678,"Campos Altos","MG","22.0","22.0","-19.7","-46.2"
5679,"Coromandel","MG","23.0","23.0","-18.5","-47.2"
5657,"Jaraguá","GO","26.0","26.0","-15.8","-49.3"
5682,"Lagoa Da Prata","MG","22.0","22.0","-20.0","-45.5"
5683,"Lambari","MG","21.0","21.0","-22.0","-45.4"
5685,"Nanuque","MG","25.0","25.0","-17.8","-40.4"
5666,"Silvânia","GO","24.0","24.0","-16.7","-48.6"
5665,"Planaltina","GO","23.0","23.0","-15.5","-47.6"
5687,"Passa Quatro","MG","20.0","20.0","-22.4","-45.0"
5686,"Ouro Fino","MG","21.0","21.0","-22.3","-46.4"
5664,"Piranhas","GO","26.0","26.0","-16.4","-51.8"
5671,"Sítio Novo","RN","27.0","28.0","-6.1","-35.9"
5690,"Piuí","MG","21.0","21.0","-20.5","-46.0"
5677,"Tenente Laurentino Cruz","RN","27.0","27.0","-6.1","-36.7"
5694,"Anastácio","MS","27.0","28.0","-20.5","-55.8"
5681,"Janaúba","MG","26.0","26.0","-15.8","-43.3"
5676,"Tenente Ananias","RN","27.0","27.0","-6.5","-38.2"
5692,"São Gotardo","MG","22.0","22.0","-19.3","-46.0"
5695,"Arapuá","MS","27.0","28.0","-20.8","-52.1"
5672,"Açailândia","MA","24.0","24.0","-4.9","-47.5"
5663,"Paranaiguara","GO","26.0","27.0","-18.9","-50.7"
5693,"Albuquerque","MS","27.0","28.0","-19.4","-57.4"
5699,"Caarapó","MS","27.0","28.0","-22.6","-54.8"
5701,"Costa Rica","MS","25.0","25.0","-18.5","-53.1"
5703,"Eldorado","MS","26.0","27.0","-23.8","-54.3"
5689,"Patrocínio","MG","23.0","23.0","-18.9","-47.0"
5696,"Bandeirantes","MS","26.0","26.0","-19.9","-54.4"
5691,"Pouso Alegre","MG","21.0","21.0","-22.2","-45.9"
5688,"Passos","MG","23.0","23.0","-20.7","-46.6"
5706,"Iguatemi","MS","26.0","27.0","-23.7","-54.6"
5710,"Tibau Do Sul","RN","28.0","31.0","-6.2","-35.1"
5709,"Jardim","MS","28.0","29.0","-21.5","-56.1"
5705,"Garcias","MS","27.0","27.0","-20.6","-52.2"
5711,"Touros","RN","28.0","30.0","-5.2","-35.6"
5713,"Umarizal","RN","28.0","31.0","-6.0","-37.8"
5697,"Baús","MS","25.0","25.0","-18.4","-53.0"
5716,"Venha-Ver","RN","25.0","25.0","-6.3","-38.5"
5717,"Vera Cruz","RN","28.0","31.0","-6.0","-35.4"
5712,"Triunfo Potiguar","RN","29.0","32.0","-5.9","-37.2"
5700,"Camapuã","MS","27.0","28.0","-19.5","-54.0"
5718,"Viçosa","RN","27.0","29.0","-6.0","-37.9"
5728,"Cacoal","RO","25.0","25.0","-11.4","-61.4"
5721,"Alto Alegre Do Parecis","RO","25.0","25.0","-12.1","-61.9"
