"locale_id","city","state","temperature","feels_like","latitude","longitude"
4008,"Mogi Das Cruzes","SP","19.0","19.0","-23.5","-46.2"
4009,"Caturama","BA","25.0","25.0","-13.3","-42.3"
4007,"Mococa","SP","25.0","25.0","-21.5","-47.0"
4004,"Tailândia","PA","24.0","24.0","-2.9","-49.0"
4003,"Montividiu Do Norte","GO","26.0","27.0","-13.1","-48.6"
4002,"Mara Rosa","GO","27.0","28.0","-14.0","-49.2"
4010,"Fátima","BA","27.0","27.0","-10.6","-38.2"
4013,"Jaguaquara","BA","22.0","22.0","-13.5","-40.0"
4012,"Mogi-Mirim","SP","24.0","24.0","-22.4","-47.0"
4015,"Matina","BA","25.0","25.0","-13.9","-42.8"
4014,"Jeremoabo","BA","25.0","25.0","-10.1","-38.5"
4017,"Presidente Dutra","BA","24.0","24.0","-11.3","-42.0"
4018,"Mombuca","SP","21.0","21.0","-22.9","-47.6"
4016,"Olindina","BA","28.0","30.0","-11.4","-38.3"
4011,"Mogi-Guaçu","SP","24.0","24.0","-22.4","-46.9"
4022,"Colômbia","SP","26.0","26.0","-20.2","-48.7"
4028,"Arame","MA","24.0","24.0","-4.9","-46.0"
4024,"Doverlândia","GO","25.0","25.0","-16.7","-52.3"
4026,"Turvânia","GO","25.0","25.0","-16.6","-50.1"
4023,"Davinópolis","GO","24.0","24.0","-18.2","-47.6"
4019,"Monções","SP","25.0","25.0","-20.9","-50.1"
4025,"Novo Planalto","GO","28.0","29.0","-13.2","-49.5"
4020,"Clementina","SP","23.0","23.0","-21.6","-50.4"
4027,"Anapurus","MA","27.0","30.0","-3.7","-43.1"
4021,"Colina","SP","25.0","25.0","-20.7","-48.5"
4029,"Conchal","SP","23.0","23.0","-22.3","-47.2"
3936,"Buriti Alegre","GO","25.0","25.0","-18.1","-49.0"
4033,"Denise","MT","25.0","25.0","-14.7","-57.1"
4030,"Conchas","SP","21.0","21.0","-23.0","-48.0"
4032,"Dois Irmãos Do Buriti","MS","27.0","28.0","-20.7","-55.3"
4031,"Conceição Do Ibitipoca","MG","19.0","19.0","-21.7","-43.9"
4034,"Curionópolis","PA","25.0","25.0","-6.1","-49.6"
4036,"Coroados","SP","23.0","23.0","-21.4","-50.3"
4035,"Cordeirópolis","SP","23.0","23.0","-22.5","-47.5"
4038,"Corumbataí","SP","23.0","23.0","-22.2","-47.6"
4042,"Cravinhos","SP","24.0","24.0","-21.3","-47.7"
4046,"Capela","AL","27.0","28.0","-9.4","-36.1"
4039,"Cosmópolis","SP","24.0","24.0","-22.6","-47.2"
4043,"Cristais Paulista","SP","23.0","23.0","-20.4","-47.4"
4047,"Cubatão","SP","21.0","21.0","-23.9","-46.4"
4041,"Cotia","SP","19.0","19.0","-23.6","-46.9"
4049,"Silves","AM","25.0","25.0","-2.8","-58.2"
4044,"Cruzália","SP","23.0","23.0","-22.7","-50.8"
4045,"Cruzeiro","SP","21.0","21.0","-22.6","-45.0"
4054,"Divinolândia","SP","21.0","21.0","-21.7","-46.7"
4053,"Dirce Reis","SP","27.0","28.0","-20.5","-50.6"
4037,"Coronel Macedo","SP","22.0","22.0","-23.6","-49.3"
4050,"Abaíra","BA","23.0","23.0","-13.2","-41.7"
4048,"Cunha","SP","18.0","18.0","-23.1","-45.0"
4051,"Descalvado","SP","23.0","23.0","-21.9","-47.6"
4052,"Diadema","SP","18.0","18.0","-23.7","-46.6"
4040,"Cosmorama","SP","26.0","27.0","-20.5","-49.8"
4055,"Coribe","BA","25.0","25.0","-13.8","-44.5"
4056,"Dias D'Ávila","BA","27.0","29.0","-12.6","-38.3"
4057,"Itaeté","BA","24.0","24.0","-13.0","-41.0"
4059,"Nova Ibiá","BA","23.0","23.0","-13.8","-39.6"
4061,"Dobrada","SP","22.0","22.0","-21.5","-48.4"
4060,"Nova Redenção","BA","24.0","24.0","-12.8","-41.1"
4058,"Lajedinho","BA","23.0","23.0","-12.4","-40.9"
4066,"Rialma","GO","26.0","26.0","-15.3","-49.6"
4072,"Cláudia","MT","26.0","28.0","-11.5","-54.9"
4071,"Mercês De Água Limpa","MG","21.0","21.0","-21.0","-44.6"
4065,"Cromínia","GO","25.0","25.0","-17.3","-49.4"
4068,"Cidelândia","MA","25.0","25.0","-5.2","-47.8"
4063,"Dolcinópolis","SP","27.0","27.0","-20.1","-50.5"
4073,"Salto Do Céu","MT","25.0","25.0","-15.1","-58.1"
4069,"Dracena","SP","27.0","27.0","-21.5","-51.5"
4064,"Dourado","SP","22.0","22.0","-22.1","-48.3"
4074,"Ilha De Marajó","PA","24.0","24.0","-1.0","-50.0"
4075,"Duartina","SP","21.0","21.0","-22.4","-49.4"
4062,"Dois Córregos","SP","22.0","22.0","-22.4","-48.4"
4076,"Dumont","SP","24.0","24.0","-21.2","-48.0"
4070,"Dom Bosco","MG","25.0","25.0","-16.7","-46.3"
4078,"Eldorado","SP","23.0","23.0","-24.5","-48.1"
4067,"Rubiataba","GO","26.0","26.0","-15.2","-49.8"
4081,"Embu-Guaçu","SP","18.0","18.0","-23.8","-46.8"
4077,"Echaporã","SP","22.0","22.0","-22.4","-50.2"
4080,"Embaúba","SP","23.0","23.0","-21.0","-48.8"
4079,"Elias Fausto","SP","22.0","22.0","-23.0","-47.4"
4083,"Emilianópolis","SP","26.0","27.0","-21.8","-51.5"
4084,"Engenheiro Coelho","SP","23.0","23.0","-22.5","-47.2"
4088,"Estiva Gerbi","SP","23.0","23.0","-22.3","-46.9"
4082,"Embu Das Artes","SP","19.0","19.0","-23.6","-46.9"
4087,"Espírito Santo Do Turvo","SP","23.0","23.0","-22.7","-49.4"
4085,"Espírito Santo Do Pinhal","SP","22.0","22.0","-22.1","-46.7"
4089,"Estrela D'Oeste","SP","27.0","28.0","-20.3","-50.4"
4091,"Dom Basílio","BA","25.0","25.0","-13.8","-41.8"
4086,"Satuba","AL","27.0","31.0","-9.6","-35.8"
4092,"Floresta Azul","BA","24.0","24.0","-14.9","-39.7"
4094,"Jussara","BA","25.0","25.0","-11.0","-42.0"
4093,"Itanagra","BA","28.0","31.0","-12.3","-38.0"
4090,"Cordeiros","BA","22.0","22.0","-15.0","-41.9"
4096,"Esperantinópolis","MA","25.0","25.0","-4.9","-44.7"
4099,"Maribondo","AL","26.0","28.0","-9.6","-36.3"
4097,"Estreito","MA","25.0","25.0","-6.6","-47.5"
4095,"Rafael Jambeiro","BA","26.0","28.0","-12.4","-39.5"
4105,"Santa Maria Do Itabira","MG","20.0","20.0","-19.4","-43.1"
4098,"Monte Verde","MG","16.0","16.0","-22.9","-46.0"
4101,"Cumari","GO","25.0","25.0","-18.3","-48.2"
4102,"Mambaí","GO","25.0","25.0","-14.5","-46.1"
4103,"Nerópolis","GO","26.0","26.0","-16.4","-49.2"
4104,"Sítio D'Abadia","GO","25.0","25.0","-14.8","-46.3"
4107,"Inocência","MS","27.0","27.0","-19.7","-51.9"
4106,"São José Do Barreiro","MG","22.0","22.0","-20.3","-46.5"
4113,"Ponta De Pedras","PA","25.0","25.0","-1.4","-48.9"
4114,"Porto Trombetas","PA","25.0","25.0","-1.4","-56.5"
4110,"Araguapaz","MT","26.0","28.0","-10.3","-55.4"
4109,"Porto Primavera","MS","28.0","29.0","-22.5","-53.0"
4111,"Marcelândia","MT","26.0","28.0","-11.1","-54.5"
4108,"Itaum","MS","27.0","27.0","-22.1","-55.4"
4100,"Campos Belos","GO","25.0","25.0","-13.0","-46.8"
4112,"Uirapuru","MT","25.0","25.0","-14.5","-59.5"
4118,"Corumbaíba","GO","25.0","25.0","-18.1","-48.6"
4115,"Estrela Do Norte","SP","26.0","26.0","-22.5","-51.7"
4116,"Euclides Da Cunha Paulista","SP","27.0","27.0","-22.6","-52.6"
4120,"Itarumã","GO","26.0","26.0","-18.8","-51.3"
4122,"Palmelo","GO","24.0","24.0","-17.3","-48.4"
4121,"Matrinchã","GO","26.0","28.0","-15.4","-50.7"
4119,"Flores De Goiás","GO","26.0","27.0","-14.4","-47.0"
4117,"Britânia","GO","26.0","28.0","-15.2","-51.2"
4127,"Furnas","MG","22.0","22.0","-21.1","-45.5"
4129,"Jaraguari","MS","27.0","27.0","-20.1","-54.4"
4124,"Santo Antônio Do Descoberto","GO","24.0","24.0","-15.9","-48.3"
4123,"Santa Rita Do Araguaia","GO","25.0","25.0","-17.3","-53.2"
4125,"São Domingos","GO","25.0","25.0","-13.4","-46.3"
4126,"São Miguel Do Araguaia","GO","28.0","30.0","-13.3","-50.2"
4128,"Corguinho","MS","26.0","27.0","-19.8","-54.8"
4130,"Vila Rica","MT","27.0","29.0","-10.0","-51.1"
4134,"Fernão","SP","21.0","21.0","-22.4","-49.5"
4133,"Fernando Prestes","SP","22.0","22.0","-21.3","-48.7"
4136,"Piaçaçuba","AL","28.0","32.0","-10.4","-36.4"
4132,"Fernandópolis","SP","27.0","28.0","-20.3","-50.2"
4131,"Fartura","SP","22.0","22.0","-23.4","-49.5"
4135,"Ferraz De Vasconcelos","SP","19.0","19.0","-23.5","-46.4"
4137,"Piranhas","AL","27.0","29.0","-9.6","-37.8"
4139,"Acajutiba","BA","28.0","30.0","-11.7","-38.0"
4143,"Florínia","SP","23.0","23.0","-22.9","-50.7"
4141,"Floreal","SP","26.0","27.0","-20.7","-50.1"
4138,"Flora Rica","SP","26.0","27.0","-21.7","-51.4"
4149,"Conceição Da Feira","BA","26.0","27.0","-12.5","-39.0"
4147,"Frutal Do Campo","SP","23.0","23.0","-22.8","-50.5"
4150,"Conceição Do Almeida","BA","25.0","25.0","-12.8","-39.2"
4151,"Conceição Do Jacuípe","BA","26.0","27.0","-12.3","-38.8"
4144,"Franca","SP","23.0","23.0","-20.5","-47.4"
4145,"Francisco Morato","SP","20.0","20.0","-23.3","-46.7"
4142,"Flórida Paulista","SP","26.0","27.0","-21.6","-51.2"
4146,"Franco Da Rocha","SP","20.0","20.0","-23.3","-46.7"
4153,"Crisópolis","BA","28.0","30.0","-11.5","-38.1"
4154,"Dom Macedo Costa","BA","25.0","25.0","-12.9","-39.2"
4155,"Gália","SP","21.0","21.0","-22.3","-49.6"
4140,"Apuarema","BA","22.0","22.0","-13.9","-39.7"
4156,"Garça","SP","21.0","21.0","-22.2","-49.7"
4157,"Itaguaçu Da Bahia","BA","25.0","25.0","-11.0","-42.4"
4152,"Cotegipe","BA","25.0","25.0","-12.0","-44.3"
4160,"Ituberá","BA","25.0","25.0","-13.7","-39.1"
4148,"Gabriel Monteiro","SP","23.0","23.0","-21.5","-50.6"
4158,"Itamari","BA","23.0","23.0","-13.8","-39.7"
4159,"Itapebi","BA","24.0","24.0","-16.0","-39.5"
4165,"Nazaré","BA","25.0","25.0","-13.0","-39.0"
4164,"Gastão Vidigal","SP","26.0","27.0","-20.8","-50.2"
4163,"Gardênia","SP","23.0","23.0","-22.6","-50.9"
4161,"Maetinga","BA","22.0","22.0","-14.7","-41.5"
4167,"Nova Canaã","BA","22.0","22.0","-14.8","-40.1"
4166,"Nilo Peçanha","BA","26.0","27.0","-13.6","-39.1"
4169,"Ouriçangas","BA","26.0","27.0","-12.0","-38.6"
4168,"Nova Soure","BA","28.0","30.0","-11.2","-38.5"
4162,"Manuel Vitorino","BA","23.0","23.0","-14.1","-40.2"
4170,"Pindaí","BA","25.0","25.0","-14.5","-42.7"
4174,"General Salgado","SP","27.0","27.0","-20.6","-50.4"
4173,"Gavião Peixoto","SP","22.0","22.0","-21.8","-48.5"
4175,"Getulina","SP","22.0","22.0","-21.8","-49.9"
4172,"Ribeirão Do Largo","BA","22.0","22.0","-15.5","-40.7"
4176,"Glicério","SP","23.0","23.0","-21.4","-50.2"
4177,"Granja Viana","SP","19.0","19.0","-23.6","-46.8"
4178,"Guaiçara","SP","22.0","22.0","-21.6","-49.8"
4179,"Guaimbê","SP","22.0","22.0","-21.9","-49.9"
4183,"Guapiranga","SP","22.0","22.0","-21.5","-49.6"
4182,"Guapiara","SP","21.0","21.0","-24.2","-48.5"
4186,"Axixá","MA","27.0","30.0","-2.8","-44.1"
4181,"Guapiaçu","SP","22.0","22.0","-20.8","-49.2"
4171,"Quijingue","BA","27.0","28.0","-10.8","-39.2"
4184,"Guaraçaí","SP","25.0","25.0","-21.0","-51.2"
4187,"Buriticupu","MA","24.0","24.0","-4.3","-46.4"
4188,"Jatobá","MA","23.0","23.0","-5.8","-44.2"
4189,"Joselândia","MA","25.0","25.0","-4.9","-44.7"
4180,"Guaíra","SP","26.0","26.0","-20.3","-48.3"
4190,"Loreto","MA","25.0","25.0","-7.1","-45.1"
4191,"Mirador","MA","25.0","25.0","-6.4","-44.4"
4192,"Paraibano","MA","25.0","25.0","-6.4","-44.0"
4194,"Goianésia Do Pará","PA","26.0","26.0","-3.8","-49.1"
4195,"Jacundá","PA","26.0","28.0","-4.5","-49.1"
4193,"Sucupira Do Norte","MA","24.0","24.0","-6.5","-44.2"
4185,"Altamira Do Maranhão","MA","26.0","27.0","-4.1","-45.5"
4198,"Guaraci","SP","24.0","24.0","-20.5","-48.9"
4196,"Novo Progresso","PA","22.0","22.0","-7.1","-55.4"
4197,"Trairão","PA","25.0","25.0","-3.5","-55.7"
4201,"São Francisco","PB","26.0","27.0","-6.6","-38.1"
4200,"Monteiro","PB","24.0","24.0","-7.9","-37.1"
4199,"Boqueirão","PB","26.0","26.0","-7.5","-36.1"
4203,"Betania","PE","26.0","27.0","-8.3","-38.0"
4202,"Uiraúna","PB","26.0","26.0","-6.5","-38.4"
4207,"Guarani D'Oeste","SP","27.0","28.0","-20.1","-50.3"
4205,"Correntes","PE","25.0","25.0","-9.1","-36.3"
4204,"Cachoeirinha","PE","25.0","25.0","-8.5","-36.2"
4208,"Pedra","PE","25.0","25.0","-8.5","-36.9"
4206,"Custodia","PE","24.0","24.0","-8.1","-37.6"
4209,"Colônia Do Gurguéia","PI","24.0","24.0","-8.2","-43.8"
4211,"Guararapes","SP","24.0","24.0","-21.3","-50.6"
4215,"Contendas Do Sincorá","BA","24.0","24.0","-13.8","-41.0"
4212,"Guararema","SP","20.0","20.0","-23.4","-46.0"
4210,"Guarantã","SP","22.0","22.0","-21.9","-49.6"
4214,"Almadina","BA","23.0","23.0","-14.7","-39.6"
4213,"Maiquinique","BA","23.0","23.0","-15.6","-40.3"
4218,"Campinorte","GO","28.0","28.0","-14.3","-49.2"
4217,"Lafaiete Coutinho","BA","22.0","22.0","-13.7","-40.2"
4219,"Fazenda Nova","GO","25.0","25.0","-16.2","-50.8"
4216,"Jitaúna","BA","23.0","23.0","-14.0","-39.9"
4221,"Lagoa Santa","GO","26.0","26.0","-19.1","-51.6"
4220,"Israelândia","GO","26.0","26.0","-16.3","-50.9"
4223,"Nova Crixás","GO","27.0","29.0","-14.1","-50.3"
4224,"Brejo","MA","27.0","30.0","-3.7","-42.8"
4222,"Mutunópolis","GO","27.0","28.0","-13.7","-49.3"
4228,"Piancó","PB","27.0","28.0","-7.2","-37.9"
4229,"Pocinhos","PB","25.0","25.0","-7.1","-36.1"
4234,"Guarujá","SP","23.0","23.0","-24.0","-46.3"
4232,"Guareí","SP","21.0","21.0","-23.4","-48.2"
4231,"Guaratinguetá","SP","20.0","20.0","-22.8","-45.2"
4233,"Guariba","SP","23.0","23.0","-21.4","-48.2"
4239,"Holambra","SP","23.0","23.0","-22.6","-47.1"
4227,"Aparecida","PB","27.0","28.0","-6.8","-38.1"
4236,"Guatapará","SP","23.0","23.0","-21.5","-48.0"
4235,"Guarulhos","SP","20.0","20.0","-23.5","-46.5"
4226,"Guará","SP","25.0","25.0","-20.4","-47.8"
4225,"Reserva Do Cabaçal","MT","26.0","27.0","-15.1","-58.5"
4238,"Herculândia","SP","22.0","22.0","-22.0","-50.4"
4241,"Iacanga","SP","21.0","21.0","-21.9","-49.0"
4237,"Guzolândia","SP","25.0","25.0","-20.6","-50.7"
4240,"Hortolândia","SP","23.0","23.0","-22.9","-47.2"
4242,"Iacri","SP","23.0","23.0","-21.9","-50.7"
4243,"Iaras","SP","22.0","22.0","-22.9","-49.2"
4244,"Ibaté","SP","22.0","22.0","-22.0","-48.0"
4245,"Ibiporanga","SP","26.0","26.0","-20.5","-49.6"
4248,"Monte Sião","MG","22.0","22.0","-22.4","-46.6"
4250,"Ibitiuva","SP","25.0","25.0","-21.0","-48.3"
4249,"Ibitinga","SP","22.0","22.0","-21.8","-48.8"
4252,"Icém","SP","25.0","25.0","-20.3","-49.2"
4247,"Ibirá","SP","23.0","23.0","-21.1","-49.2"
4251,"Ibiúna","SP","19.0","19.0","-23.7","-47.2"
4254,"Cacimbinhas","AL","27.0","28.0","-9.4","-37.0"
4253,"Iepê","SP","24.0","24.0","-22.7","-51.1"
4256,"Aporá","BA","28.0","30.0","-11.7","-38.1"
4255,"Igaraçu Do Tietê","SP","23.0","23.0","-22.5","-48.6"
4246,"Ibirarema","SP","23.0","23.0","-22.8","-50.1"
4258,"Igaraí","SP","23.0","23.0","-21.4","-46.8"
4259,"Feira Da Mata","BA","25.0","25.0","-14.2","-44.3"
4260,"Glória","BA","26.0","27.0","-9.3","-38.3"
4261,"Guajeru","BA","23.0","23.0","-14.5","-41.9"
4257,"Aracatu","BA","23.0","23.0","-14.4","-41.5"
4262,"Igarité","BA","26.0","27.0","-11.6","-43.4"
4263,"Jucuruçu","BA","24.0","24.0","-16.8","-40.2"
4264,"Lagoa Real","BA","24.0","24.0","-14.0","-42.1"
4265,"Lajedão","BA","25.0","25.0","-17.6","-40.3"
4267,"Novo Horizonte","BA","24.0","24.0","-12.8","-42.2"
4266,"Igarapava","SP","25.0","25.0","-20.0","-47.7"
4268,"Pau Brasil","BA","23.0","23.0","-15.5","-39.7"
4270,"Potiraguá","BA","23.0","23.0","-15.6","-39.9"
4273,"Ilhabela","SP","20.0","20.0","-23.8","-45.4"
4269,"Piripá","BA","22.0","22.0","-14.9","-41.7"
4275,"Iaciara","GO","25.0","25.0","-14.1","-46.6"
4274,"Ilha Comprida","SP","23.0","23.0","-24.7","-47.6"
4276,"Petrolina De Goiás","GO","26.0","26.0","-16.1","-49.3"
4272,"Iguape","SP","23.0","23.0","-24.7","-47.6"
4271,"Igaratá","SP","20.0","20.0","-23.2","-46.2"
4278,"Buriti Bravo","MA","24.0","24.0","-5.8","-43.8"
4277,"Benedito Leite","MA","25.0","25.0","-7.2","-44.6"
4279,"Cedral","MA","27.0","29.0","-2.0","-44.5"
4280,"Graça Aranha","MA","25.0","25.0","-5.4","-44.3"
4282,"Maracaçumé","MA","26.0","27.0","-2.0","-46.0"
4283,"Matões","MA","24.0","24.0","-5.5","-43.2"
4286,"Arenápolis","MT","25.0","25.0","-14.4","-56.8"
4284,"Pirapemas","MA","27.0","29.0","-3.7","-44.2"
4285,"São Vicente Ferrer","MA","26.0","27.0","-2.9","-44.9"
4289,"Ilha Solteira","SP","26.0","27.0","-20.4","-51.3"
4230,"São Vicente Do Seridó","PB","26.0","27.0","-6.9","-36.4"
4287,"São José De Piranhas","PB","25.0","25.0","-7.1","-38.5"
4288,"Ilha Do Cardoso","SP","22.0","22.0","-25.1","-48.0"
4292,"Indiaporã","SP","27.0","28.0","-20.0","-50.3"
4291,"Indiana","SP","24.0","24.0","-22.2","-51.3"
4281,"Icatu","MA","27.0","31.0","-2.8","-44.1"
4290,"Indaiatuba","SP","22.0","22.0","-23.1","-47.2"
4298,"Aparecida D'Oeste","SP","25.0","25.0","-20.4","-50.9"
4296,"Anhembi","SP","22.0","22.0","-22.8","-48.1"
4295,"Angatuba","SP","21.0","21.0","-23.5","-48.4"
4297,"Anhumas","SP","24.0","24.0","-22.3","-51.4"
4294,"Andradina","SP","26.0","27.0","-20.9","-51.4"
4300,"Aparecida","SP","20.0","20.0","-22.8","-45.2"
4299,"Aparecida De São Manuel","SP","22.0","22.0","-22.1","-48.1"
4293,"Inúbia Paulista","SP","24.0","24.0","-21.8","-51.0"
4301,"Apiaí","SP","18.0","18.0","-24.5","-48.8"
4302,"Araçariguama","SP","19.0","19.0","-23.4","-47.1"
4303,"Araçatuba","SP","24.0","24.0","-21.2","-50.4"
4304,"Araçoiaba Da Serra","SP","21.0","21.0","-23.5","-47.6"
4306,"Aramina","SP","25.0","25.0","-20.1","-47.8"
4312,"Araras","SP","23.0","23.0","-22.4","-47.4"
4308,"Arandu","SP","22.0","22.0","-23.1","-49.1"
4307,"Água Branca","AL","26.0","27.0","-9.3","-37.9"
4311,"Jandaíra","BA","29.0","31.0","-11.6","-37.8"
4314,"Mutuípe","BA","25.0","25.0","-13.2","-39.5"
4313,"Arco-Íris","SP","23.0","23.0","-21.8","-50.5"
4317,"Areiópolis","SP","22.0","22.0","-22.7","-48.7"
4316,"Areias","SP","21.0","21.0","-22.6","-44.7"
4318,"Santa Fé De Goiás","GO","25.0","25.0","-15.8","-51.1"
4319,"Selvíria","MS","26.0","27.0","-20.4","-51.4"
4305,"Girau Do Ponciano","AL","27.0","28.0","-9.9","-36.8"
4315,"Arealva","SP","22.0","22.0","-22.0","-48.9"
4320,"Curvelândia","MT","26.0","28.0","-15.6","-57.9"
4323,"Monte Dourado","PA","24.0","24.0","-0.9","-52.5"
4322,"Porto Alegre Do Norte","MT","27.0","29.0","-10.9","-51.6"
4309,"Arapeí","SP","21.0","21.0","-22.7","-44.4"
4324,"Princesa Isabel","PB","24.0","24.0","-7.7","-38.0"
4326,"Bom Jardim De Goiás","GO","26.0","27.0","-16.2","-52.2"
4329,"Buriti De Goiás","GO","26.0","26.0","-16.2","-50.4"
4327,"Bonfinópolis","GO","25.0","25.0","-16.6","-49.0"
4330,"Buritinópolis","GO","26.0","27.0","-14.5","-46.4"
4328,"Bonópolis","GO","28.0","30.0","-13.6","-49.8"
4321,"Novo Santo Antônio","MT","28.0","31.0","-11.6","-50.6"
4334,"Campinaçu","GO","25.0","25.0","-13.8","-48.6"
4333,"Campestre De Goiás","GO","25.0","25.0","-16.8","-49.7"
4332,"Caldazinha","GO","26.0","26.0","-16.7","-49.0"
4325,"Santa Cruz","PB","27.0","29.0","-6.5","-38.1"
4336,"Carmo Do Rio Verde","GO","26.0","26.0","-15.4","-49.7"
4331,"Cachoeira De Goiás","GO","24.0","24.0","-16.7","-50.6"
4310,"Araraquara","SP","22.0","22.0","-21.8","-48.2"
4338,"Cezarina","GO","25.0","25.0","-17.0","-49.8"
4339,"Colinas Do Sul","GO","26.0","26.0","-14.2","-48.1"
4341,"Damolândia","GO","26.0","26.0","-16.3","-49.4"
4342,"Diorama","GO","25.0","25.0","-16.2","-51.3"
4337,"Caturaí","GO","26.0","26.0","-16.4","-49.5"
4340,"Damianópolis","GO","25.0","25.0","-14.6","-46.2"
4343,"Divinópolis De Goiás","GO","25.0","25.0","-13.3","-46.4"
4346,"Ariranha","SP","22.0","22.0","-21.2","-48.8"
4345,"Faina","GO","26.0","27.0","-15.4","-50.4"
4347,"Artur Nogueira","SP","24.0","24.0","-22.6","-47.2"
4344,"Estrela Do Norte","GO","28.0","29.0","-13.9","-49.1"
4348,"Arujá","SP","20.0","20.0","-23.4","-46.3"
4349,"Aspásia","SP","26.0","27.0","-20.2","-50.7"
4353,"Avaí","SP","22.0","22.0","-22.1","-49.3"
4351,"Atibaia","SP","21.0","21.0","-23.1","-46.5"
4355,"Avaré","SP","21.0","21.0","-23.1","-48.9"
4354,"Avanhandava","SP","22.0","22.0","-21.5","-50.0"
4352,"Auriflama","SP","26.0","27.0","-20.7","-50.6"
4356,"Bady Bassitt","SP","24.0","24.0","-20.9","-49.4"
4357,"Balbinos","SP","21.0","21.0","-21.9","-49.4"
4358,"Bálsamo","SP","25.0","25.0","-20.7","-49.6"
4360,"Barão De Antonina","SP","22.0","22.0","-23.6","-49.6"
4359,"Bananal","SP","22.0","22.0","-22.7","-44.3"
4362,"Bariri","SP","22.0","22.0","-22.1","-48.7"
4361,"Barbosa","SP","23.0","23.0","-21.3","-49.9"
4363,"Barra Bonita","SP","23.0","23.0","-22.5","-48.6"
4364,"Barra Do Chapéu","SP","18.0","18.0","-24.5","-49.0"
4367,"Barretos","SP","26.0","26.0","-20.6","-48.6"
4372,"Bento De Abreu","SP","24.0","24.0","-21.3","-50.8"
4369,"Bastos","SP","23.0","23.0","-21.9","-50.7"
4366,"Barra Do Una","SP","23.0","23.0","-23.8","-45.8"
4371,"Bebedouro","SP","24.0","24.0","-20.9","-48.5"
4370,"Batatais","SP","24.0","24.0","-20.9","-47.6"
4350,"Assis","SP","22.0","22.0","-22.7","-50.4"
4373,"Bernardino De Campos","SP","23.0","23.0","-23.0","-49.5"
4368,"Barrinha","SP","24.0","24.0","-21.2","-48.2"
4365,"Barra Do Turvo","SP","20.0","20.0","-24.8","-48.5"
4375,"Bilac","SP","23.0","23.0","-21.4","-50.5"
4379,"Bocaina","SP","22.0","22.0","-22.1","-48.5"
4376,"Birigui","SP","23.0","23.0","-21.3","-50.3"
4374,"Bertioga","SP","22.0","22.0","-23.9","-46.1"
4378,"Boa Esperança Do Sul","SP","22.0","22.0","-22.0","-48.4"
4377,"Biritiba-Mirim","SP","19.0","19.0","-23.6","-46.0"
4380,"Bofete","SP","21.0","21.0","-23.1","-48.3"
4335,"Campos Verdes","GO","27.0","28.0","-14.3","-49.7"
4381,"Boiçucanga","SP","20.0","20.0","-23.8","-45.6"
4383,"Bom Jesus Dos Perdões","SP","20.0","20.0","-23.1","-46.5"
4385,"Bonfim Paulista","SP","24.0","24.0","-21.3","-47.8"
4389,"Borebi","SP","22.0","22.0","-22.6","-49.0"
4386,"Boracéia","SP","23.0","23.0","-22.2","-48.8"
4384,"Bom Sucesso De Itararé","SP","18.0","18.0","-24.3","-49.1"
4388,"Borborema","SP","22.0","22.0","-21.6","-49.1"
4391,"Bragança Paulista","SP","21.0","21.0","-23.0","-46.5"
4387,"Borá","SP","23.0","23.0","-22.3","-50.5"
4382,"Boituva","SP","21.0","21.0","-23.3","-47.7"
4395,"Brotas","SP","21.0","21.0","-22.3","-48.1"
4393,"Brejo Alegre","SP","24.0","24.0","-21.2","-50.2"
4394,"Brodowski","SP","25.0","25.0","-21.0","-47.7"
4392,"Braúna","SP","22.0","22.0","-21.5","-50.3"
4398,"Araguaiana","MT","26.0","27.0","-15.7","-51.8"
4399,"Araguainha","MT","25.0","25.0","-16.9","-53.0"
4390,"Botucatu","SP","20.0","20.0","-22.9","-48.4"
4400,"Cana Brava Do Norte","MT","27.0","28.0","-11.1","-51.8"
4396,"Buri","SP","21.0","21.0","-23.8","-48.6"
4404,"Glória D'Oeste","MT","26.0","27.0","-15.8","-58.2"
4405,"Indiavaí","MT","26.0","27.0","-15.5","-58.6"
4402,"Buritizal","SP","24.0","24.0","-20.2","-47.7"
4397,"Acorizal","MT","24.0","24.0","-15.2","-56.4"
4409,"Nova Bandeirantes","MT","26.0","27.0","-9.8","-57.8"
4410,"Nova Brasilândia","MT","25.0","25.0","-15.0","-55.0"
4408,"Lambari D'Oeste","MT","26.0","28.0","-15.3","-58.0"
4412,"Nova Lacerda","MT","26.0","28.0","-14.5","-59.6"
4403,"Macau","RN","29.0","32.0","-5.1","-36.6"
4411,"Nova Canaã Do Norte","MT","27.0","29.0","-10.6","-56.0"
4413,"Nova Monte Verde","MT","25.0","25.0","-10.0","-57.5"
4407,"Juruena","MT","26.0","27.0","-10.3","-58.4"
4415,"Paranaíta","MT","25.0","25.0","-9.7","-56.5"
4417,"Pontal Do Araguaia","MT","26.0","27.0","-15.8","-52.0"
4406,"Itaúba","MT","27.0","28.0","-11.1","-55.3"
4418,"Porto Estrela","MT","26.0","28.0","-15.3","-57.2"
4420,"Santa Terezinha","MT","27.0","29.0","-10.5","-50.5"
4419,"Rio Branco","MT","26.0","27.0","-15.2","-58.1"
4416,"Planalto Da Serra","MT","26.0","28.0","-10.4","-55.3"
4424,"União Do Sul","MT","26.0","28.0","-11.5","-54.4"
